location_name,tso,country_hint,lat_lon,resistance_ohm,reactance_ohm,susceptance_us,segment_length_km
Wateringen,TENNET NL,nl,"52.03000000000001, 4.319999999999999",0.10,1.66,32.49,6.80
Wechold,TENNETGMBH,de,"52.86, 9.17",0.06,0.23,3.01,0.76
Wehrendorf,TENNETGMBH,de,"52.35617777777778, 8.381920000000001",0.88,8.01,134.53,22.42
Weida,50HERTZ,de,"50.7805, 12.0452",7.59,31.89,348.72,98.32
Weier,TRANSNETBW,de,"48.495000000000005, 7.995",1.40,10.75,230.69,46.71
Weingarten,AMPRION GMBH,de,"49.2571, 8.30844",0.76,6.97,121.60,27.80
Weinheim,TRANSNETBW,de,"49.55, 8.63",0.10,0.20,1.57,0.12
Weissenbach,APG,at,"47.580944666666674, 14.215661666666668",1.40,7.14,48.73,17.40
Weissenthurm,AMPRION GMBH,de,"50.40595454545455, 7.455804545454546",1.25,10.79,186.80,42.87
Weiwerd,TENNET NL,nl,"53.31, 6.97",0.12,0.44,6.27,2.00
Welper,AMPRION GMBH,de,"51.4131, 7.19722",0.09,0.53,5.80,1.68
Wendlingen,TRANSNETBW,de,"48.67, 9.4",0.40,6.06,96.95,22.70
Wengerrohr,AMPRION GMBH,de,"49.9708, 6.92028",2.24,20.42,317.30,76.87
Werben,AMPRION GMBH,de,"47.44180000000001, 9.72391",0.01,0.06,0.40,0.00
Wessin,50HERTZ,de,"53.5736, 11.6992",1.47,12.01,205.24,47.10
Westerkappeln,AMPRION GMBH,de,"52.2833, 7.89556",3.34,17.90,296.40,69.56
Westerlee,TENNET NL,nl,"51.989999999999995, 4.2299999999999995",0.10,1.66,32.49,6.80
Westtirol,TENNETGMBH,de,"47.352774857142855, 10.711752857142857",0.09,1.14,15.51,7.84
Wien,MAVIR,hu,"47.899743055, 17.05665528",4.96,25.63,165.25,58.90
Wien Suedost,APG,at,"48.132126, 16.424945",5.08,24.59,166.06,59.50
Wiesloch,TRANSNETBW,de,"49.2, 8.67",0.06,0.56,9.86,2.20
Wijk aan Zee,TENNET NL,nl,"52.501999999999995, 4.632",0.00,0.02,12.82,0.17
Wilster/W,TENNETGMBH,de,"53.9275, 9.3575",0.35,4.50,64.29,15.48
Witten,AMPRION GMBH,de,"51.44649999999999, 7.313300000000001",0.72,6.17,107.20,24.57
Wolkramshausen,50HERTZ,de,"51.450500000000005, 10.7461",2.54,19.59,245.67,65.76
Wolmirstedt,TENNETGMBH,de,"52.27404285714285, 11.604",0.75,6.80,105.64,1.79
Woringen,AMPRION GMBH,de,"47.9386, 10.2138",1.24,11.93,207.00,47.45
Wuergassen,TENNETGMBH,de,"51.64000000000001, 9.4",0.83,7.02,124.58,27.82
Wuergau,TENNETGMBH,de,"49.989999999999995, 11.120000000000001",1.56,14.17,256.11,56.62
Wuhlheide,50HERTZ,de,"52.4741, 13.5059",2.97,11.19,266.78,38.88
Wuhlheide (Abzweig),50HERTZ,de,"52.504850000000005, 13.51505",2.97,11.19,153.12,38.88
Wustermark,50HERTZ,de,"52.5609, 12.941899999999999",2.06,17.31,312.53,69.44
Y – BUGGENHOUT 380kV,ELIA,be,"50.978819466666664, 4.234347766666667",0.37,4.95,55.02,15.46
Y – DIFFERDANGE 220kV,ELIA,be,"49.538031492753, 5.93353774067207",0.09,0.31,2.14,1.52
Y – HOUFFALIZE 220kV,ELIA,be,"50.22514533333333, 5.813189166666667",0.02,0.09,1.06,0.30
Y – LATOUR 220kV,ELIA,be,"49.553697, 5.655891566666667",0.02,0.08,0.56,0.20
Y – LIEFKENSHOEK 380kV,ELIA,be,"51.292431771428575, 4.282317639920704",0.09,1.11,7.97,2.48
Y – MARCOURT 220kV,ELIA,be,"50.12492418000001, 5.59604208",0.05,0.18,1.96,0.60
Y – MEKINGEN 380kV,ELIA,be,"50.7567101, 4.2201866",0.32,3.38,39.61,10.30
Y – RODENHUIZE 380kV,ELIA,be,"51.13711776666667, 3.8803224333333333",0.01,0.14,0.00,0.20
Y – SART-TILMAN 220kV,ELIA,be,"50.59805203333334, 5.547539700000001",0.02,0.17,1.52,0.40
Y – ST-AMAND 380kV,ELIA,be,"50.5005102, 4.720217433333333",0.23,2.46,27.76,7.50
Y – ZUTTENDAAL 380kV,ELIA,be,"50.9078, 5.544",0.21,1.98,22.97,6.30
Y-Bellendorf,AMPRION GMBH,de,"51.6103, 7.03145",0.39,2.93,41.20,10.49
Y-Bidngen,AMPRION GMBH,de,"48.2397, 10.8419",1.37,12.68,220.90,50.54
Y-Bixterheide,AMPRION GMBH,de,"51.3482, 7.60357",3.14,17.05,218.10,58.23
Y-Bollenacker,AMPRION GMBH,de,"50.846399999999996, 6.92987",0.09,1.67,28.90,6.64
Y-Bruchsal,TRANSNETBW,de,"49.12, 8.65",1.04,14.20,216.80,51.50
Y-Bruchsal/Kaendelweg,TRANSNETBW,de,"49.12, 8.65",1.03,14.01,216.42,51.50
Y-Buehl,TRANSNETBW,de,"48.69, 8.2",0.01,0.05,0.41,0.10
Y-Dahlem,AMPRION GMBH,de,"50.397200000000005, 6.53804",1.78,15.24,264.20,60.59
Y-Dauersberg,TENNETGMBH,de,"50.70075, 7.981",0.52,4.57,78.29,17.79
Y-Daxlanden,TRANSNETBW,de,"48.71, 8.27",1.40,10.75,230.69,46.71
Y-Dellmensingen,TRANSNETBW,de,"48.419999999999995, 10.07",0.01,0.06,0.82,0.20
Y-Diefflen,AMPRION GMBH,de,"49.3347, 6.7975",0.94,5.15,108.70,22.59
Y-Doernigheim,TENNETGMBH,de,"50.166666666666664, 9.076666666666666",0.52,2.50,35.15,8.74
Y-Edelstahl,AMPRION GMBH,de,"51.297, 6.539640000000001",0.72,6.17,83.00,21.60
Y-Elmenhorst,AMPRION GMBH,de,"51.643499999999996, 7.413329999999999",0.09,0.70,4.80,1.74
Y-Endersbach,TRANSNETBW,de,"48.98, 9.38",0.24,2.43,8.94,8.90
Y-Engstlatt,TRANSNETBW,de,"48.27, 8.81",0.45,3.82,78.23,16.20
Y-Erzhausen,TENNETGMBH,de,"51.9075, 9.9475",5.65,27.69,179.69,60.97
Y-Frankfurt/SW,TENNETGMBH,de,"50.121, 8.73",0.13,1.40,19.38,26.84
Y-Garenfeld,AMPRION GMBH,de,"51.3467, 7.60361",3.14,17.05,218.10,58.23
Y-Garrel/O,TENNETGMBH,de,"53.1085, 7.9068",0.02,0.43,559.93,7.88
Y-Gelsenberg,AMPRION GMBH,de,"51.5411, 7.037499999999999",0.00,0.05,0.40,0.14
Y-Gersteinwerk,AMPRION GMBH,de,"51.75806666666667, 7.8336066666666655",0.41,3.77,64.60,14.90
Y-Grafenrheinfeld,TRANSNETBW,de,"49.70000000000001, 9.8",0.09,1.06,39.50,4.29
Y-Guetersloh,AMPRION GMBH,de,"51.8216, 7.99342",0.80,6.97,124.80,28.16
Y-Hallendorf,TENNETGMBH,de,"52.16, 10.395",2.41,11.29,84.82,29.22
Y-Hanekenfaehr,AMPRION GMBH,de,"52.18730000000001, 7.02166",1.78,16.35,245.60,60.51
Y-Hoheneck,TRANSNETBW,de,"48.489599999999996, 9.30739",0.24,0.36,5.84,2.71
Y-Hueffenhardt,TRANSNETBW,de,"49.29999999999999, 8.7",0.06,0.56,9.86,2.20
Y-Huntorf,TENNETGMBH,de,"53.20666666666667, 8.416666666666666",4.63,25.78,200.12,67.57
Y-Karnap,AMPRION GMBH,de,"51.5186, 6.99209",0.30,2.85,47.80,11.14
Y-Kriegenbrunn,TENNETGMBH,de,"49.56, 10.979999999999999",1.56,14.17,256.11,56.62
Y-Kruen,TENNETGMBH,de,"47.51, 11.29",1.03,12.07,167.73,42.19
Y-Kuehmoos,TRANSNETBW,de,"47.5547, 8.04417",0.33,1.69,19.95,10.24
Y-Laufenburg,TRANSNETBW,de,"47.5547, 8.04417",0.45,3.10,57.87,22.86
Y-Limburg,AMPRION GMBH,de,"50.309, 8.123",0.34,3.08,56.40,12.59
Y-Lippborg,AMPRION GMBH,de,"51.68326666666667, 7.988596666666666",0.03,0.26,4.10,0.99
Y-Mettmann,AMPRION GMBH,de,"51.24870000000001, 7.00055",3.03,15.54,201.60,53.45
Y-Mutterstadt,AMPRION GMBH,de,"49.4811, 8.37194",0.78,4.39,57.10,15.12
Y-Neckarwestheim,TRANSNETBW,de,"49.04, 9.11",0.01,0.05,0.31,0.07
Y-Niederlangen,TENNETGMBH,de,"52.833349999999996, 7.27935",0.26,2.88,38.48,33.28
Y-Oberjettingen,TRANSNETBW,de,"48.59, 8.9",1.17,12.10,194.59,45.60
Y-Oechtel,AMPRION GMBH,de,"52.3192, 7.283640000000001",0.01,0.06,1.40,0.29
Y-Ohligs,AMPRION GMBH,de,"51.18086666666667, 7.015276666666666",0.54,5.32,85.60,20.38
Y-Osterath,AMPRION GMBH,de,"51.34453333333334, 6.722533333333334",0.63,8.62,101.50,28.25
Y-Otterbach,AMPRION GMBH,de,"49.4878, 7.72269",0.01,0.14,2.50,0.56
Y-Paffendorf,AMPRION GMBH,de,"50.879999999999995, 6.657999999999999",0.79,7.30,126.40,29.01
Y-Pfungstadt,AMPRION GMBH,de,"49.6388, 8.42504",0.01,0.08,1.40,0.32
Y-Plattling,TENNETGMBH,de,"48.77, 12.97",2.36,26.49,342.72,89.48
Y-Poeppinghausen,AMPRION GMBH,de,"51.55803333333333, 7.141663333333334",0.62,3.12,38.90,10.53
Y-Rath,AMPRION GMBH,de,"51.330000000000005, 6.791999999999999",0.22,2.04,35.80,8.15
Y-Rhede,TENNETGMBH,de,"53.04999999999999, 7.260000000000001",0.00,0.05,0.09,0.02
Y-Rheinhausen,AMPRION GMBH,de,"51.3747, 6.73152",0.38,1.97,19.40,5.90
Y-Ried,AMPRION GMBH,de,"49.705000000000005, 8.426",0.55,5.27,91.80,21.00
Y-Schwelgern,AMPRION GMBH,de,"51.512775000000005, 6.74318",0.08,0.46,5.50,1.52
Y-Simbach,TENNETGMBH,de,"48.27, 13.01",0.49,3.17,23.66,7.51
Y-Stockem,AMPRION GMBH,de,"50.8281, 7.095",0.00,0.05,0.40,0.14
Y-Tiengen,AMPRION GMBH,de,"48.064, 9.427",7.51,47.68,300.20,114.25
Y-Voehringen,TRANSNETBW,de,"48.06565, 10.07775",0.01,0.05,0.57,0.25
Y-Voerden,TENNETGMBH,de,"51.81, 9.22",0.83,7.02,124.58,27.82
Y-Waldeck,TENNETGMBH,de,"51.169999999999995, 9.06",0.09,0.86,15.04,3.36
Y-Waldlaubersheim,AMPRION GMBH,de,"49.92260000000001, 7.81835",0.00,0.05,0.40,0.14
Y-Walsum,AMPRION GMBH,de,"51.5181, 6.75134",0.09,0.45,7.90,1.79
Y-Wechold,TENNETGMBH,de,"52.85999999999999, 9.17",0.06,0.23,3.01,0.76
Y-Welper,AMPRION GMBH,de,"51.4231, 7.18028",0.09,0.53,5.80,1.68
Y-Werben,TRANSNETBW,de,"47.22098571428571, 9.829622857142857",0.01,0.06,0.40,0.00
Y-Wuergassen,TENNETGMBH,de,"51.64000000000001, 9.4",1.35,11.43,203.03,45.22
YAINVILLE,RTE,fr,"49.4594494479085, 0.82243786875826",1.43,6.58,59.20,16.02
YVELINES-OUEST,RTE,fr,"48.8043902843496, 1.82888819759717",0.30,2.01,939.37,12.75
Ybbsfeld,APG,at,"48.15257, 15.05641",2.33,12.26,83.35,29.70
ZABKOWICE,PSE,pl,"50.59, 16.79",2.26,16.94,112.58,42.80
ZAMOSC,PSE,pl,"50.72, 23.29",3.57,20.80,134.67,62.43
ZANDVLIET,ELIA,be,"51.37953, 4.258122999999999",0.24,2.40,24.00,6.80
ZARNOWIEC,PSE,pl,"54.72, 18.08",1.52,17.58,190.44,54.10
ZGIERZ,PSE,pl,"51.83, 19.38",2.32,12.93,82.31,30.60
ZUKOWICE,PSE,pl,"51.66, 16.01",1.14,8.45,55.29,20.10
ZYDOWO KIERZKOWO,PSE,pl,"54.23333333333333, 16.813333333333333",1.42,16.90,254.42,60.80
Zahidno Ukrainska,MAVIR,hu,"49.386389, 24.249167",2.22,34.81,420.97,19.08
Zakucac,HOPS,hr,"43.455540000000006, 16.70209",3.79,19.79,129.70,49.46
Zandvliet,TENNET NL,nl,"51.399765, 4.2390615",0.09,0.98,6.74,6.60
Zaya,CEPS,cz,"48.612696666666665, 16.804926666666663",2.55,12.57,171.50,50.80
Zell am Ziller,APG,at,"47.24283166666667, 11.904887666666667",0.79,20.67,267.00,69.10
Zeltweg,APG,at,"47.181221, 14.726037",5.84,28.73,194.78,69.30
Zerjavinec,MAVIR,hu,"46.122429576363636, 16.211596262626262",2.52,26.21,301.28,69.90
Zeyerveen,TENNET NL,nl,"53.019999999999996, 6.529999999999999",0.55,6.05,108.89,23.74
Zolling,TENNETGMBH,de,"48.45, 11.74",0.89,9.74,138.54,32.77
Zuglo,MAVIR,hu,"47.54060833, 19.141502780000003",1.09,5.52,69.12,18.45
Zurndorf,MAVIR,hu,"47.78074929666667, 17.061840481666668",0.74,10.44,128.18,59.00
Zwolle,TENNET NL,nl,"52.54, 6.2",0.81,8.75,135.37,32.00
d. Mostistea,TEL,"","44.4, 26.24",0.35,2.05,13.00,4.80
